nodenumber,    x-coordinate,    y-coordinate,        pressure,         density,      x-velocity,      y-velocity,     temperature,    total-energy, internal-energy
        34, 1.012765957E-01, 0.000000000E+00, 8.308165532E+04, 1.021015781E+00, 1.823132529E+02, 0.000000000E+00, 2.834871654E+02, 2.205574361E+05, 2.039384243E+05
        35, 1.042553191E-01, 0.000000000E+00, 8.299223735E+04, 1.020230176E+00, 1.827931836E+02, 0.000000000E+00, 2.834001145E+02, 2.205824230E+05, 2.038758006E+05
        36, 1.072340426E-01, 0.000000000E+00, 8.290008629E+04, 1.019420307E+00, 1.832868539E+02, 0.000000000E+00, 2.833103327E+02, 2.206081938E+05, 2.038112122E+05
        37, 1.102127660E-01, 0.000000000E+00, 8.280519357E+04, 1.018586074E+00, 1.837942342E+02, 0.000000000E+00, 2.832178051E+02, 2.206347527E+05, 2.037446486E+05
        38, 1.131914894E-01, 0.000000000E+00, 8.270755050E+04, 1.017727378E+00, 1.843152943E+02, 0.000000000E+00, 2.831225165E+02, 2.206621041E+05, 2.036760987E+05
        39, 1.161702128E-01, 0.000000000E+00, 8.260714823E+04, 1.016844114E+00, 1.848500036E+02, 0.000000000E+00, 2.830244513E+02, 2.206902525E+05, 2.036055514E+05
        40, 1.191489362E-01, 0.000000000E+00, 8.250397768E+04, 1.015936179E+00, 1.853983312E+02, 0.000000000E+00, 2.829235935E+02, 2.207192025E+05, 2.035329951E+05
        41, 1.221276596E-01, 0.000000000E+00, 8.239802950E+04, 1.015003462E+00, 1.859602465E+02, 0.000000000E+00, 2.828199264E+02, 2.207489589E+05, 2.034584178E+05
        42, 1.251063830E-01, 0.000000000E+00, 8.228929401E+04, 1.014045852E+00, 1.865357194E+02, 0.000000000E+00, 2.827134329E+02, 2.207795266E+05, 2.033818072E+05
        43, 1.280851064E-01, 0.000000000E+00, 8.217776118E+04, 1.013063231E+00, 1.871247206E+02, 0.000000000E+00, 2.826040951E+02, 2.208109106E+05, 2.033031505E+05
        44, 1.310638298E-01, 0.000000000E+00, 8.206342051E+04, 1.012055478E+00, 1.877272222E+02, 0.000000000E+00, 2.824918946E+02, 2.208431164E+05, 2.032224343E+05
        45, 1.340425532E-01, 0.000000000E+00, 8.194626107E+04, 1.011022466E+00, 1.883431974E+02, 0.000000000E+00, 2.823768120E+02, 2.208761495E+05, 2.031396448E+05
        46, 1.370212766E-01, 0.000000000E+00, 8.182627136E+04, 1.009964062E+00, 1.889726215E+02, 0.000000000E+00, 2.822588274E+02, 2.209100155E+05, 2.030547676E+05
        47, 1.400000000E-01, 0.000000000E+00, 8.170343931E+04, 1.008880128E+00, 1.896154717E+02, 0.000000000E+00, 2.821379197E+02, 2.209447206E+05, 2.029677876E+05
        48, 1.429787234E-01, 0.000000000E+00, 8.157775221E+04, 1.007770518E+00, 1.902717276E+02, 0.000000000E+00, 2.820140671E+02, 2.209802710E+05, 2.028786890E+05
        49, 1.459574468E-01, 0.000000000E+00, 8.144919668E+04, 1.006635081E+00, 1.909413715E+02, 0.000000000E+00, 2.818872467E+02, 2.210166732E+05, 2.027874554E+05
        50, 1.489361702E-01, 0.000000000E+00, 8.131775864E+04, 1.005473656E+00, 1.916243884E+02, 0.000000000E+00, 2.817574347E+02, 2.210539342E+05, 2.026940697E+05
        51, 1.519148936E-01, 0.000000000E+00, 8.118342324E+04, 1.004286076E+00, 1.923207665E+02, 0.000000000E+00, 2.816246060E+02, 2.210920611E+05, 2.025985138E+05
        52, 1.548936170E-01, 0.000000000E+00, 8.104617488E+04, 1.003072165E+00, 1.930304971E+02, 0.000000000E+00, 2.814887347E+02, 2.211310613E+05, 2.025007690E+05
        53, 1.578723404E-01, 0.000000000E+00, 8.090599711E+04, 1.001831739E+00, 1.937535750E+02, 0.000000000E+00, 2.813497934E+02, 2.211709427E+05, 2.024008158E+05
        54, 1.608510638E-01, 0.000000000E+00, 8.076287268E+04, 1.000564606E+00, 1.944899984E+02, 0.000000000E+00, 2.812077538E+02, 2.212117134E+05, 2.022986336E+05
        55, 1.638297872E-01, 0.000000000E+00, 8.061678350E+04, 9.992705641E-01, 1.952397691E+02, 0.000000000E+00, 2.810625861E+02, 2.212533820E+05, 2.021942011E+05
        56, 1.668085106E-01, 0.000000000E+00, 8.046771061E+04, 9.979494035E-01, 1.960028928E+02, 0.000000000E+00, 2.809142596E+02, 2.212959574E+05, 2.020874962E+05
        57, 1.697872340E-01, 0.000000000E+00, 8.031563420E+04, 9.966009048E-01, 1.967793784E+02, 0.000000000E+00, 2.807627420E+02, 2.213394487E+05, 2.019784956E+05
        58, 1.727659574E-01, 0.000000000E+00, 8.016053361E+04, 9.952248398E-01, 1.975692388E+02, 0.000000000E+00, 2.806079999E+02, 2.213838655E+05, 2.018671754E+05
        59, 1.757446809E-01, 0.000000000E+00, 8.000238735E+04, 9.938209713E-01, 1.983724903E+02, 0.000000000E+00, 2.804499986E+02, 2.214292178E+05, 2.017535105E+05
        60, 1.787234043E-01, 0.000000000E+00, 7.984117309E+04, 9.923890533E-01, 1.991891529E+02, 0.000000000E+00, 2.802887020E+02, 2.214755161E+05, 2.016374750E+05
        61, 1.817021277E-01, 0.000000000E+00, 7.967686768E+04, 9.909288309E-01, 2.000192498E+02, 0.000000000E+00, 2.801240730E+02, 2.215227708E+05, 2.015190422E+05
        62, 1.846808511E-01, 0.000000000E+00, 7.950944723E+04, 9.894400407E-01, 2.008628078E+02, 0.000000000E+00, 2.799560730E+02, 2.215709932E+05, 2.013981843E+05
        63, 1.876595745E-01, 0.000000000E+00, 7.933888706E+04, 9.879224109E-01, 2.017198567E+02, 0.000000000E+00, 2.797846621E+02, 2.216201946E+05, 2.012748727E+05
        64, 1.906382979E-01, 0.000000000E+00, 7.916516181E+04, 9.863756617E-01, 2.025904292E+02, 0.000000000E+00, 2.796097992E+02, 2.216703869E+05, 2.011490777E+05
        65, 1.936170213E-01, 0.000000000E+00, 7.898824542E+04, 9.847995054E-01, 2.034745610E+02, 0.000000000E+00, 2.794314422E+02, 2.217215821E+05, 2.010207691E+05
        66, 1.965957447E-01, 0.000000000E+00, 7.880811123E+04, 9.831936467E-01, 2.043722903E+02, 0.000000000E+00, 2.792495474E+02, 2.217737928E+05, 2.008899154E+05
        67, 1.995744681E-01, 0.000000000E+00, 7.862473197E+04, 9.815577834E-01, 2.052836577E+02, 0.000000000E+00, 2.790640703E+02, 2.218270317E+05, 2.007564847E+05
        68, 2.025531915E-01, 0.000000000E+00, 7.843807986E+04, 9.798916063E-01, 2.062087059E+02, 0.000000000E+00, 2.788749650E+02, 2.218813121E+05, 2.006204438E+05
        69, 2.055319149E-01, 0.000000000E+00, 7.824812662E+04, 9.781948000E-01, 2.071474799E+02, 0.000000000E+00, 2.786821846E+02, 2.219366474E+05, 2.004817591E+05
        70, 2.085106383E-01, 0.000000000E+00, 7.805484357E+04, 9.764670430E-01, 2.081000259E+02, 0.000000000E+00, 2.784856811E+02, 2.219930513E+05, 2.003403960E+05
        71, 2.114893617E-01, 0.000000000E+00, 7.785820165E+04, 9.747080085E-01, 2.090663921E+02, 0.000000000E+00, 2.782854054E+02, 2.220505380E+05, 2.001963193E+05
        72, 2.144680851E-01, 0.000000000E+00, 7.765817145E+04, 9.729173642E-01, 2.100466276E+02, 0.000000000E+00, 2.780813074E+02, 2.221091219E+05, 2.000494928E+05
        73, 2.174468085E-01, 0.000000000E+00, 7.745472335E+04, 9.710947735E-01, 2.110407829E+02, 0.000000000E+00, 2.778733361E+02, 2.221688175E+05, 1.998998799E+05
        74, 2.204255319E-01, 0.000000000E+00, 7.724782747E+04, 9.692398951E-01, 2.120489091E+02, 0.000000000E+00, 2.776614395E+02, 2.222296399E+05, 1.997474431E+05
        75, 2.234042553E-01, 0.000000000E+00, 7.703745380E+04, 9.673523841E-01, 2.130710581E+02, 0.000000000E+00, 2.774455646E+02, 2.222916041E+05, 1.995921444E+05
        76, 2.263829787E-01, 0.000000000E+00, 7.682357223E+04, 9.654318920E-01, 2.141072821E+02, 0.000000000E+00, 2.772256575E+02, 2.223547258E+05, 1.994339450E+05
        77, 2.293617021E-01, 0.000000000E+00, 7.660615259E+04, 9.634780671E-01, 2.151576339E+02, 0.000000000E+00, 2.770016636E+02, 2.224190205E+05, 1.992728056E+05
        78, 2.323404255E-01, 0.000000000E+00, 7.638516468E+04, 9.614905551E-01, 2.162221661E+02, 0.000000000E+00, 2.767735274E+02, 2.224845043E+05, 1.991086862E+05
        79, 2.353191489E-01, 0.000000000E+00, 7.616057839E+04, 9.594689992E-01, 2.173009315E+02, 0.000000000E+00, 2.765411924E+02, 2.225511932E+05, 1.989415462E+05
        80, 2.382978723E-01, 0.000000000E+00, 7.593236365E+04, 9.574130404E-01, 2.183939826E+02, 0.000000000E+00, 2.763046014E+02, 2.226191038E+05, 1.987713446E+05
        81, 2.412765957E-01, 0.000000000E+00, 7.570049053E+04, 9.553223182E-01, 2.195013720E+02, 0.000000000E+00, 2.760636966E+02, 2.226882526E+05, 1.985980395E+05
        82, 2.442553191E-01, 0.000000000E+00, 7.546492927E+04, 9.531964701E-01, 2.206231517E+02, 0.000000000E+00, 2.758184192E+02, 2.227586565E+05, 1.984215889E+05
        83, 2.472340426E-01, 0.000000000E+00, 7.522565030E+04, 9.510351327E-01, 2.217593732E+02, 0.000000000E+00, 2.755687097E+02, 2.228303326E+05, 1.982419499E+05
        84, 2.502127660E-01, 0.000000000E+00, 7.498262427E+04, 9.488379414E-01, 2.229100880E+02, 0.000000000E+00, 2.753145079E+02, 2.229032981E+05, 1.980590791E+05
        85, 2.531914894E-01, 0.000000000E+00, 7.473582212E+04, 9.466045307E-01, 2.240753467E+02, 0.000000000E+00, 2.750557527E+02, 2.229775706E+05, 1.978729327E+05
        86, 2.561702128E-01, 0.000000000E+00, 7.448521503E+04, 9.443345342E-01, 2.252551995E+02, 0.000000000E+00, 2.747923825E+02, 2.230531678E+05, 1.976834663E+05
        87, 2.591489362E-01, 0.000000000E+00, 7.423077454E+04, 9.420275853E-01, 2.264496963E+02, 0.000000000E+00, 2.745243348E+02, 2.231301077E+05, 1.974906348E+05
        88, 2.621276596E-01, 0.000000000E+00, 7.397247247E+04, 9.396833165E-01, 2.276588862E+02, 0.000000000E+00, 2.742515462E+02, 2.232084083E+05, 1.972943929E+05
        89, 2.651063830E-01, 0.000000000E+00, 7.371028104E+04, 9.373013601E-01, 2.288828181E+02, 0.000000000E+00, 2.739739528E+02, 2.232880882E+05, 1.970946944E+05
        90, 2.680851064E-01, 0.000000000E+00, 7.344417278E+04, 9.348813482E-01, 2.301215403E+02, 0.000000000E+00, 2.736914898E+02, 2.233691657E+05, 1.968914927E+05
        91, 2.710638298E-01, 0.000000000E+00, 7.317412062E+04, 9.324229121E-01, 2.313751009E+02, 0.000000000E+00, 2.734040915E+02, 2.234516600E+05, 1.966847407E+05
        92, 2.740425532E-01, 0.000000000E+00, 7.290009789E+04, 9.299256832E-01, 2.326435477E+02, 0.000000000E+00, 2.731116914E+02, 2.235355899E+05, 1.964743903E+05
        93, 2.770212766E-01, 0.000000000E+00, 7.262207826E+04, 9.273892923E-01, 2.339269283E+02, 0.000000000E+00, 2.728142222E+02, 2.236209748E+05, 1.962603934E+05
        94, 2.800000000E-01, 0.000000000E+00, 7.234003583E+04, 9.248133699E-01, 2.352252902E+02, 0.000000000E+00, 2.725116158E+02, 2.237078343E+05, 1.960427007E+05
        95, 2.829787234E-01, 0.000000000E+00, 7.205394508E+04, 9.221975457E-01, 2.365386812E+02, 0.000000000E+00, 2.722038029E+02, 2.237961882E+05, 1.958212625E+05
        96, 2.859574468E-01, 0.000000000E+00, 7.176378085E+04, 9.195414490E-01, 2.378671489E+02, 0.000000000E+00, 2.718907135E+02, 2.238860568E+05, 1.955960285E+05
        97, 2.889361702E-01, 0.000000000E+00, 7.146951841E+04, 9.168447081E-01, 2.392107416E+02, 0.000000000E+00, 2.715722764E+02, 2.239774603E+05, 1.953669474E+05
        98, 2.919148936E-01, 0.000000000E+00, 7.117113335E+04, 9.141069505E-01, 2.405695079E+02, 0.000000000E+00, 2.712484194E+02, 2.240704195E+05, 1.951339672E+05
        99, 2.948936170E-01, 0.000000000E+00, 7.086860166E+04, 9.113278024E-01, 2.419434974E+02, 0.000000000E+00, 2.709190693E+02, 2.241649554E+05, 1.948970354E+05
       100, 2.978723404E-01, 0.000000000E+00, 7.056189968E+04, 9.085068886E-01, 2.433327600E+02, 0.000000000E+00, 2.705841517E+02, 2.242610895E+05, 1.946560983E+05
       101, 3.008510638E-01, 0.000000000E+00, 7.025100409E+04, 9.056438325E-01, 2.447373472E+02, 0.000000000E+00, 2.702435907E+02, 2.243588434E+05, 1.944111014E+05
       102, 3.038297872E-01, 0.000000000E+00, 6.993589189E+04, 9.027382557E-01, 2.461573113E+02, 0.000000000E+00, 2.698973096E+02, 2.244582392E+05, 1.941619895E+05
       103, 3.068085106E-01, 0.000000000E+00, 6.961654045E+04, 8.997897777E-01, 2.475927061E+02, 0.000000000E+00, 2.695452300E+02, 2.245592994E+05, 1.939087062E+05
       104, 3.097872340E-01, 0.000000000E+00, 6.929292746E+04, 8.967980164E-01, 2.490435867E+02, 0.000000000E+00, 2.691872722E+02, 2.246620468E+05, 1.936511942E+05
       105, 3.127659574E-01, 0.000000000E+00, 6.896503094E+04, 8.937625872E-01, 2.505100099E+02, 0.000000000E+00, 2.688233553E+02, 2.247665048E+05, 1.933893953E+05
       106, 3.157446809E-01, 0.000000000E+00, 6.863282928E+04, 8.906831039E-01, 2.519920342E+02, 0.000000000E+00, 2.684533966E+02, 2.248726969E+05, 1.931232499E+05
       107, 3.187234043E-01, 0.000000000E+00, 6.829630129E+04, 8.875591782E-01, 2.534897192E+02, 0.000000000E+00, 2.680773123E+02, 2.249806473E+05, 1.928526979E+05
       108, 3.217021277E-01, 0.000000000E+00, 6.795542621E+04, 8.843904205E-01, 2.550031266E+02, 0.000000000E+00, 2.676950169E+02, 2.250903806E+05, 1.925776776E+05
       109, 3.246808511E-01, 0.000000000E+00, 6.761018382E+04, 8.811764404E-01, 2.565323189E+02, 0.000000000E+00, 2.673064235E+02, 2.252019216E+05, 1.922981266E+05
       110, 3.276595745E-01, 0.000000000E+00, 6.726055453E+04, 8.779168472E-01, 2.580773598E+02, 0.000000000E+00, 2.669114440E+02, 2.253152957E+05, 1.920139814E+05
       111, 3.306382979E-01, 0.000000000E+00, 6.690651951E+04, 8.746112517E-01, 2.596383135E+02, 0.000000000E+00, 2.665099887E+02, 2.254305286E+05, 1.917251776E+05
       112, 3.336170213E-01, 0.000000000E+00, 6.654806090E+04, 8.712592669E-01, 2.612152441E+02, 0.000000000E+00, 2.661019670E+02, 2.255476463E+05, 1.914316501E+05
       113, 3.365957447E-01, 0.000000000E+00, 6.618516196E+04, 8.678605106E-01, 2.628082151E+02, 0.000000000E+00, 2.656872874E+02, 2.256666750E+05, 1.911333329E+05
       114, 3.395744681E-01, 0.000000000E+00, 6.581780737E+04, 8.644146070E-01, 2.644172880E+02, 0.000000000E+00, 2.652658575E+02, 2.257876414E+05, 1.908301595E+05
       115, 3.425531915E-01, 0.000000000E+00, 6.544598353E+04, 8.609211901E-01, 2.660425217E+02, 0.000000000E+00, 2.648375846E+02, 2.259105719E+05, 1.905220634E+05
       116, 3.455319149E-01, 0.000000000E+00, 6.506967887E+04, 8.573799062E-01, 2.676839709E+02, 0.000000000E+00, 2.644023759E+02, 2.260354933E+05, 1.902089777E+05
       117, 3.485106383E-01, 0.000000000E+00, 6.468888427E+04, 8.537904181E-01, 2.693416847E+02, 0.000000000E+00, 2.639601388E+02, 2.261624321E+05, 1.898908358E+05
       118, 3.514893617E-01, 0.000000000E+00, 6.430359344E+04, 8.501524086E-01, 2.710157054E+02, 0.000000000E+00, 2.635107818E+02, 2.262914146E+05, 1.895675720E+05
       119, 3.544680851E-01, 0.000000000E+00, 6.391380338E+04, 8.464655846E-01, 2.727060664E+02, 0.000000000E+00, 2.630542145E+02, 2.264224667E+05, 1.892391210E+05
       120, 3.574468085E-01, 0.000000000E+00, 6.351951485E+04, 8.427296818E-01, 2.744127907E+02, 0.000000000E+00, 2.625903483E+02, 2.265556139E+05, 1.889054194E+05
       121, 3.604255319E-01, 0.000000000E+00, 6.312073279E+04, 8.389444692E-01, 2.761358891E+02, 0.000000000E+00, 2.621190971E+02, 2.266908808E+05, 1.885664050E+05
       122, 3.634042553E-01, 0.000000000E+00, 6.271746680E+04, 8.351097533E-01, 2.778753584E+02, 0.000000000E+00, 2.616403777E+02, 2.268282914E+05, 1.882220180E+05
       123, 3.663829787E-01, 0.000000000E+00, 6.230973162E+04, 8.312253830E-01, 2.796311801E+02, 0.000000000E+00, 2.611541104E+02, 2.269678686E+05, 1.878722012E+05
       124, 3.693617021E-01, 0.000000000E+00, 6.189754745E+04, 8.272912531E-01, 2.814033186E+02, 0.000000000E+00, 2.606602195E+02, 2.271096340E+05, 1.875169000E+05
       125, 3.723404255E-01, 0.000000000E+00, 6.148094037E+04, 8.233073087E-01, 2.831917203E+02, 0.000000000E+00, 2.601586340E+02, 2.272536080E+05, 1.871560634E+05
       126, 3.753191489E-01, 0.000000000E+00, 6.105994266E+04, 8.192735482E-01, 2.849963123E+02, 0.000000000E+00, 2.596492879E+02, 2.273998097E+05, 1.867896438E+05
       127, 3.782978723E-01, 0.000000000E+00, 6.063459301E+04, 8.151900264E-01, 2.868170016E+02, 0.000000000E+00, 2.591321205E+02, 2.275482563E+05, 1.864175976E+05
       128, 3.812765957E-01, 0.000000000E+00, 6.020493675E+04, 8.110568567E-01, 2.886536747E+02, 0.000000000E+00, 2.586070771E+02, 2.276989637E+05, 1.860398855E+05
       129, 3.842553191E-01, 0.000000000E+00, 5.977102596E+04, 8.068742132E-01, 2.905061970E+02, 0.000000000E+00, 2.580741089E+02, 2.278519457E+05, 1.856564725E+05
       130, 3.872340426E-01, 0.000000000E+00, 5.933291962E+04, 8.026423318E-01, 2.923744126E+02, 0.000000000E+00, 2.575331738E+02, 2.280072146E+05, 1.852673280E+05
       131, 3.902127660E-01, 0.000000000E+00, 5.889068354E+04, 7.983615115E-01, 2.942581446E+02, 0.000000000E+00, 2.569842361E+02, 2.281647805E+05, 1.848724266E+05
       132, 3.931914894E-01, 0.000000000E+00, 5.844439043E+04, 7.940321145E-01, 2.961571952E+02, 0.000000000E+00, 2.564272667E+02, 2.283246518E+05, 1.844717472E+05
       133, 3.961702128E-01, 0.000000000E+00, 5.799411979E+04, 7.896545668E-01, 2.980713459E+02, 0.000000000E+00, 2.558622437E+02, 2.284868348E+05, 1.840652741E+05
       134, 3.991489362E-01, 0.000000000E+00, 5.753995784E+04, 7.852293573E-01, 3.000003583E+02, 0.000000000E+00, 2.552891518E+02, 2.286513339E+05, 1.836529964E+05
       135, 4.021276596E-01, 0.000000000E+00, 5.708199738E+04, 7.807570381E-01, 3.019439745E+02, 0.000000000E+00, 2.547079831E+02, 2.288181514E+05, 1.832349082E+05
       136, 4.051063830E-01, 0.000000000E+00, 5.662033763E+04, 7.762382234E-01, 3.039019174E+02, 0.000000000E+00, 2.541187364E+02, 2.289872875E+05, 1.828110088E+05
       137, 4.080851064E-01, 0.000000000E+00, 5.615508416E+04, 7.716735891E-01, 3.058738917E+02, 0.000000000E+00, 2.535214177E+02, 2.291587406E+05, 1.823813024E+05
       138, 4.110638298E-01, 0.000000000E+00, 5.568634857E+04, 7.670638715E-01, 3.078595848E+02, 0.000000000E+00, 2.529160402E+02, 2.293325069E+05, 1.819457986E+05
       139, 4.140425532E-01, 0.000000000E+00, 5.521424832E+04, 7.624098654E-01, 3.098586672E+02, 0.000000000E+00, 2.523026239E+02, 2.295085806E+05, 1.815045118E+05
       140, 4.170212766E-01, 0.000000000E+00, 5.473890647E+04, 7.577124231E-01, 3.118707938E+02, 0.000000000E+00, 2.516811959E+02, 2.296869540E+05, 1.810574614E+05
       141, 4.200000000E-01, 0.000000000E+00, 5.426045115E+04, 7.529724500E-01, 3.138956055E+02, 0.000000000E+00, 2.510517898E+02, 2.298676174E+05, 1.806046716E+05
       142, 4.229787234E-01, 0.000000000E+00, 5.377901451E+04, 7.481908948E-01, 3.159327336E+02, 0.000000000E+00, 2.504144444E+02, 2.300505597E+05, 1.801461704E+05
       143, 4.259574468E-01, 0.000000000E+00, 5.329474008E+04, 7.433688234E-01, 3.179817684E+02, 0.000000000E+00, 2.497692141E+02, 2.302357652E+05, 1.796819968E+05
       144, 4.289361702E-01, 0.000000000E+00, 5.280777718E+04, 7.385073652E-01, 3.200422834E+02, 0.000000000E+00, 2.491161618E+02, 2.304232160E+05, 1.792121962E+05
       145, 4.319148936E-01, 0.000000000E+00, 5.231826831E+04, 7.336075872E-01, 3.221138872E+02, 0.000000000E+00, 2.484553420E+02, 2.306128963E+05, 1.787368076E+05
       146, 4.348936170E-01, 0.000000000E+00, 5.182635432E+04, 7.286705462E-01, 3.241962016E+02, 0.000000000E+00, 2.477868079E+02, 2.308047909E+05, 1.782558695E+05
       147, 4.378723404E-01, 0.000000000E+00, 5.133217859E+04, 7.236973306E-01, 3.262888437E+02, 0.000000000E+00, 2.471106171E+02, 2.309988833E+05, 1.777694232E+05
       148, 4.408510638E-01, 0.000000000E+00, 5.083588888E+04, 7.186890795E-01, 3.283914173E+02, 0.000000000E+00, 2.464268341E+02, 2.311951550E+05, 1.772775151E+05
       149, 4.438297872E-01, 0.000000000E+00, 5.033764236E+04, 7.136470351E-01, 3.305034913E+02, 0.000000000E+00, 2.457355380E+02, 2.313935831E+05, 1.767802021E+05
